"date","Department","supply","stock"
2013-02-01,"Prints & Illustrated Books",661,56189
2013-05-01,"Prints & Illustrated Books",96,56285
2013-10-01,"Prints & Illustrated Books",545,56830
2014-02-01,"Prints & Illustrated Books",131,56961
2014-05-01,"Prints & Illustrated Books",97,57058
2014-10-01,"Prints & Illustrated Books",201,57259
2014-12-01,"Prints & Illustrated Books",271,57530
2015-04-01,"Prints & Illustrated Books",81,57611
2015-06-01,"Prints & Illustrated Books",297,57908
2015-10-01,"Prints & Illustrated Books",673,58581
2016-01-01,"Prints & Illustrated Books",54,58635
2016-04-01,"Prints & Illustrated Books",29,58664
NA,"Prints & Illustrated Books",1011,59675
