user,follower
57082583,2773343548
57082583,4208593713
57082583,3118259352
57082583,633024239
57082583,1070166612
57082583,71790389
57082583,1087275249064951808
57082583,23564075
57082583,1054643176017969152
57082583,24579490
57082583,1055210653215088643
57082583,1044411201071996928
57082583,6289012
57082583,15598627
57082583,529049051
57082583,747209418
57082583,713496340941168641
57082583,808665670892343296
57082583,934845488615927808
57082583,370451255
57082583,977756669345112065
57082583,109888253
57082583,1006547543000535040
57082583,86020809
57082583,1287008022
57082583,17652286
57082583,577427081
57082583,20449367
57082583,96201650
57082583,97341937
57082583,1268477947
57082583,36026659
57082583,2579450670
57082583,142336892
57082583,637317996
57082583,146476339
57082583,182542867
57082583,884801345882140676
57082583,20156224
57082583,826068975851282433
57082583,59413748
57082583,214303208
57082583,3347985677
57082583,813746441344716800
57082583,845182004849082368
57082583,746639450
57082583,1598324696
57082583,2880961900
57082583,2659076750
57082583,921384854192836609
57082583,92104413
57082583,1467485023
57082583,1334065363
57082583,982891546491084804
57082583,16401786
57082583,976057131400155136
57082583,920700510306529280
57082583,24859963
57082583,964498863632584707
57082583,3363165448
57082583,18059285
57082583,2276037157
57082583,366010244
57082583,464059992
57082583,2591177046
57082583,23097748
57082583,2875899273
57082583,1453614614
57082583,415681188
57082583,2896251154
57082583,48777623
57082583,8233572
57082583,65364222
57082583,63119198
57082583,16100710
57082583,480612298
57082583,17853
57082583,579957377
57082583,242300614
57082583,25333674
57082583,3707214743
57082583,2497102958
57082583,152360701
57082583,1668135456
57082583,896412654348230656
57082583,268192461
57082583,559633081
57082583,45052265
57082583,55855158
57082583,3901199133
57082583,17777943
57082583,586544913
57082583,281524805
57082583,888047932938874880
57082583,634729276
57082583,767987274231545856
57082583,2446766928
57082583,20034656
57082583,4218642315
57082583,846367848096239616
57082583,746587644235255808
57082583,18720918
57082583,739462641358413824
57082583,830061688787521537
57082583,827585123914809347
57082583,819629235190910976
57082583,77525606
57082583,11804712
57082583,2191294658
57082583,134504802
57082583,310294127
57082583,3710251337
57082583,42027257
57082583,1943212538
57082583,4147920921
57082583,786957041705377792
57082583,244897667
57082583,1193353729
57082583,17864355
57082583,16149989
57082583,780675001020133376
57082583,226237599
57082583,3214513612
57082583,1570823149
57082583,2758743444
57082583,166163754
57082583,2839596531
57082583,2828201299
57082583,21219356
57082583,531768598
57082583,43039871
57082583,8110892
57082583,25974493
57082583,36524818
57082583,64245814
57082583,31111951
57082583,195361298
57082583,1253878879
57082583,3241133686
57082583,1571297347
57082583,3294212973
57082583,16883657
57082583,184917701
57082583,698835121667993601
57082583,3216857452
57082583,26476281
57082583,3335571609
57082583,861565153
57082583,525548420
57082583,545003004
57082583,263108959
57082583,277409211
57082583,124288407
57082583,2666046889
57082583,69296987
57082583,1469283758
57082583,24890687
57082583,4361474962
57082583,2877859630
57082583,2890522481
57082583,2679687798
57082583,368778885
57082583,4338310523
57082583,3942175452
57082583,4153156635
57082583,529256992
57082583,421912290
57082583,460964781
57082583,910111076
57082583,3812705841
57082583,945685220
57082583,31439433
57082583,42210925
57082583,818199912
57082583,15311401
57082583,519036960
57082583,3350433269
57082583,3042997498
57082583,22066521
57082583,760654
57082583,2973182043
57082583,1086020088
57082583,3044838634
57082583,2545642496
57082583,2625309921
57082583,902464315
57082583,134628679
57082583,14861745
57082583,503382801
57082583,1607855058
57082583,333243023
57082583,14229832
57082583,38939378
57082583,117109407
57082583,599133260
57082583,3096923199
57082583,1907348294
57082583,507212543
57082583,36331077
57082583,46347027
57082583,180469756
57082583,2601723926
57082583,1487212548
57082583,231416883
57082583,2336883944
57082583,230991196
57082583,14130634
57082583,463263903
57082583,1908536910
57082583,2809544340
57082583,1153989150
57082583,1742321
57082583,50128998
57082583,155671915
57082583,2900283479
57082583,2838145444
57082583,58073253
57082583,733829340
57082583,2345035488
57082583,473940816
57082583,40345825
57082583,49715274
57082583,48309940
57082583,1617484184
57082583,2799743610
57082583,2469568179
57082583,127190849
57082583,19176363
57082583,901584739
57082583,2575058173
57082583,2531683776
57082583,279029363
57082583,35804229
57082583,975222781
57082583,625407421
57082583,1119502988
57082583,1618390106
57082583,538097725
57082583,14389093
57082583,6482442
57082583,2342156539
57082583,2306596442
57082583,184725768
57082583,275435771
57082583,2326210436
57082583,244375253
57082583,1110494431
57082583,11423372
57082583,167923173
57082583,853521
57082583,20430115
57082583,1617603914
57082583,101755795
57082583,354988921
57082583,2155612308
57082583,11293512
57082583,1677187706
57082583,521618345
57082583,1475541036
57082583,218433245
57082583,1946180785
57082583,1252197217
57082583,105765555
57082583,409065923
57082583,58076236
57082583,119088211
57082583,1878886411
57082583,78269677
57082583,10161492
57082583,437660451
57082583,807511327
57082583,110465562
57082583,126592296
57082583,835494236
57082583,1541672676
57082583,618981320
57082583,180751562
57082583,395187546
57082583,1373893609
57082583,974973818
57082583,1378967467
57082583,19776081
57082583,136301916
57082583,455733657
57082583,270313213
57082583,62563084
57082583,424259874
57082583,43123275
57082583,159796963
57082583,34935393
57082583,293931798
57082583,15178642
57082583,29280555
57082583,561928663
57082583,6737472
57082583,297862021
57082583,220958965
57082583,48301445
57082583,28807003
57082583,207425688
57082583,231748119
57082583,399987110
57082583,292178655
57082583,87837979
57082583,416361675
57082583,637087464
57082583,250620142
57082583,61471363
57082583,888841243
57082583,859471753
57082583,351026242
57082583,15107531
57082583,161471794
57082583,176367493
57082583,28080609
57082583,163630303
57082583,385975720
57082583,26721569
57082583,376253021
57082583,50122046
57082583,391926702
57082583,490720843
57082583,596207368
57082583,34607715
57082583,533163305
57082583,573025252
57082583,69963112
57082583,14820026
57082583,1275921
57082583,61762488
57082583,191606021
57082583,522298365
57082583,476100749
57082583,132500577
57082583,16584600
57082583,263653812
57082583,78969930
57082583,14444911
57082583,47558070
57082583,191167631
57082583,49606603
57082583,130464212
57082583,164478889
57082583,400024012
57082583,278980371
57082583,50810156
57082583,141861732
57082583,414660784
57082583,329246702
57082583,350815908
57082583,41863874
57082583,76987524
57082583,29360785
57082583,45834180
57082583,15960595
57082583,55229892
57082583,318588792
57082583,47691811
57082583,87985160
57082583,28311044
57082583,185377060
57082583,20733366
57082583,153766140
57082583,65604758
57082583,22186527
57082583,92708232
57082583,77319148
57082583,66979272
57082583,66938950
